trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,fixation.started,key_resp.started,fixation.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,tilt,participant,session,date,expName,psychopyVersion,frameRate,
16,0,16,0,49.82905980000214,50.81297859999904,50.82947250000143,up,1,0.8192224000013084,None,0,252580,001,2023-09-08_11h36.46.529,orientationdiscriminiationtask,2023.1.3,60.19451254861631,
17,0,17,0,51.6782177999994,52.66355710000062,52.68014609999955,down,1,1.0883521000068868,None,-2,252580,001,2023-09-08_11h36.46.529,orientationdiscriminiationtask,2023.1.3,60.19451254861631,
18,0,18,0,53.7946157999977,54.78035000000091,54.797202599998855,up,0,0.9476148000030662,None,-2,252580,001,2023-09-08_11h36.46.529,orientationdiscriminiationtask,2023.1.3,60.19451254861631,
19,0,19,0,55.7606581,56.74547309999616,56.76234519999707,up,1,0.6578417999990052,None,0,252580,001,2023-09-08_11h36.46.529,orientationdiscriminiationtask,2023.1.3,60.19451254861631,
20,0,20,0,57.44314830000076,58.428660099998524,58.445365499996115,down,0,0.6964748999962467,None,0,252580,001,2023-09-08_11h36.46.529,orientationdiscriminiationtask,2023.1.3,60.19451254861631,
21,0,21,0,59.159633700000995,60.144749999999476,60.16158449999784,up,1,0.8090280999967945,None,0,252580,001,2023-09-08_11h36.46.529,orientationdiscriminiationtask,2023.1.3,60.19451254861631,
22,0,22,0,60.97724790000211,61.97690259999945,61.97690259999945,down,0,1.43127220000315,None,0,252580,001,2023-09-08_11h36.46.529,orientationdiscriminiationtask,2023.1.3,60.19451254861631,
23,0,23,0,63.42702599999757,64.42721039999742,64.42721039999742,up,1,1.1352786000061315,None,0,252580,001,2023-09-08_11h36.46.529,orientationdiscriminiationtask,2023.1.3,60.19451254861631,
24,0,24,0,65.59244999999646,66.59212480000133,66.59212480000133,down,1,0.8582345000031637,None,-2,252580,001,2023-09-08_11h36.46.529,orientationdiscriminiationtask,2023.1.3,60.19451254861631,
25,0,25,0,67.47551920000114,68.47521720000077,68.47521720000077,down,0,0.9774509999988368,None,0,252580,001,2023-09-08_11h36.46.529,orientationdiscriminiationtask,2023.1.3,60.19451254861631,
26,0,26,0,69.48978109999734,70.47294529999635,70.48951469999884,down,1,0.535869500003173,None,-5,252580,001,2023-09-08_11h36.46.529,orientationdiscriminiationtask,2023.1.3,60.19451254861631,
27,0,27,0,71.04159449999861,72.04112390000228,72.04112390000228,up,0,0.9411258000036469,None,-2,252580,001,2023-09-08_11h36.46.529,orientationdiscriminiationtask,2023.1.3,60.19451254861631,
28,0,28,0,73.0216472999964,74.00732969999808,74.02490199999738,down,0,0.9110266999996384,None,0,252580,001,2023-09-08_11h36.46.529,orientationdiscriminiationtask,2023.1.3,60.19451254861631,
29,0,29,0,74.95462730000145,75.9382489999989,75.95537309999781,down,0,0.9335712999964016,None,0,252580,001,2023-09-08_11h36.46.529,orientationdiscriminiationtask,2023.1.3,60.19451254861631,
30,0,30,0,76.9038103999992,77.88953159999801,77.90572729999985,up,1,0.9614712000038708,None,0,252580,001,2023-09-08_11h36.46.529,orientationdiscriminiationtask,2023.1.3,60.19451254861631,
31,0,31,0,78.88697110000066,79.88654859999951,79.90574979999656,up,0,0.7757893000016338,None,-1,252580,001,2023-09-08_11h36.46.529,orientationdiscriminiationtask,2023.1.3,60.19451254861631,
32,0,32,0,80.70230979999906,81.68790689999878,81.70394500000111,down,0,0.6873349000015878,None,0,252580,001,2023-09-08_11h36.46.529,orientationdiscriminiationtask,2023.1.3,60.19451254861631,
33,0,33,0,82.41876419999608,83.40395059999719,83.42112839999754,down,1,1.3270506999979261,None,4,252580,001,2023-09-08_11h36.46.529,orientationdiscriminiationtask,2023.1.3,60.19451254861631,
34,0,34,0,84.76813389999734,85.75351099999534,85.77041050000116,up,1,1.2058144999973592,None,0,252580,001,2023-09-08_11h36.46.529,orientationdiscriminiationtask,2023.1.3,60.19451254861631,
35,0,35,0,86.98608119999699,87.98558849999972,87.98558849999972,down,1,0.6986609000014141,None,4,252580,001,2023-09-08_11h36.46.529,orientationdiscriminiationtask,2023.1.3,60.19451254861631,
36,0,36,0,88.71691160000046,89.70205369999894,89.7193100000004,down,0,0.6954311000008602,None,0,252580,001,2023-09-08_11h36.46.529,orientationdiscriminiationtask,2023.1.3,60.19451254861631,
37,0,37,0,90.41828249999526,91.41714990000037,91.43427549999615,down,1,0.6965605000004871,None,2,252580,001,2023-09-08_11h36.46.529,orientationdiscriminiationtask,2023.1.3,60.19451254861631,
38,0,38,0,92.13424420000229,93.13435609999578,93.13435609999578,down,1,1.084877499997674,None,-5,252580,001,2023-09-08_11h36.46.529,orientationdiscriminiationtask,2023.1.3,60.19451254861631,
39,0,39,0,94.26482489999762,95.25030079999851,95.26729029999842,down,1,2.492479100008495,None,-4,252580,001,2023-09-08_11h36.46.529,orientationdiscriminiationtask,2023.1.3,60.19451254861631,
40,0,40,0,97.78066409999883,98.76633949999814,98.78338459999941,up,1,0.874285099998815,None,0,252580,001,2023-09-08_11h36.46.529,orientationdiscriminiationtask,2023.1.3,60.19451254861631,
41,0,41,0,99.68043020000187,100.66544859999703,100.68199849999655,up,0,0.8413103999992018,None,0,252580,001,2023-09-08_11h36.46.529,orientationdiscriminiationtask,2023.1.3,60.19451254861631,
42,0,42,0,101.53288659999816,102.53126419999899,102.54787940000097,up,1,0.7946286000005784,None,0,252580,001,2023-09-08_11h36.46.529,orientationdiscriminiationtask,2023.1.3,60.19451254861631,
43,0,43,0,103.36224109999603,104.34761219999928,104.36419919999753,up,1,0.8545124000011128,None,0,252580,001,2023-09-08_11h36.46.529,orientationdiscriminiationtask,2023.1.3,60.19451254861631,
44,0,44,0,105.2447444999998,106.23064200000226,106.24734619999799,up,1,0.5280543999979272,None,0,252580,001,2023-09-08_11h36.46.529,orientationdiscriminiationtask,2023.1.3,60.19451254861631,
45,0,45,0,106.79471019999619,107.78062440000213,107.79711149999639,up,0,0.7972918000014033,None,0,252580,001,2023-09-08_11h36.46.529,orientationdiscriminiationtask,2023.1.3,60.19451254861631,
46,0,46,0,108.61047690000123,109.59614529999817,109.61298589999933,down,1,0.8360247000018717,None,4,252580,001,2023-09-08_11h36.46.529,orientationdiscriminiationtask,2023.1.3,60.19451254861631,
47,0,47,0,110.47645090000151,111.47787000000244,111.47787000000244,down,1,0.758874700004526,None,2,252580,001,2023-09-08_11h36.46.529,orientationdiscriminiationtask,2023.1.3,60.19451254861631,
48,0,48,0,112.27595499999734,113.26151659999596,113.27784940000129,down,1,0.9275089000002481,None,-5,252580,001,2023-09-08_11h36.46.529,orientationdiscriminiationtask,2023.1.3,60.19451254861631,
49,0,49,0,114.22585579999577,115.21109869999782,115.22721720000118,up,0,1.0480544000020018,None,4,252580,001,2023-09-08_11h36.46.529,orientationdiscriminiationtask,2023.1.3,60.19451254861631,
